2015-07-01, 00:00:16.000, 32540483000, 3
2015-07-01, 00:00:46.000, 32540484000, 3
2015-07-01, 00:01:16.000, 32540484000, 3
2015-07-01, 00:01:46.000, 32540484000, 3
2015-07-01, 00:02:16.000, 32540484000, 3
2015-07-01, 00:02:46.000, 32540485000, 3
2015-07-01, 00:03:16.000, 32540485000, 3
2015-07-01, 00:03:46.000, 32540486000, 3
2015-07-01, 00:04:16.000, 32540486000, 3
2015-07-01, 00:04:46.000, 32540486000, 3
2015-07-01, 00:05:16.000, 32540486000, 3
2015-07-01, 00:05:46.000, 32540489000, 3
2015-07-01, 00:06:16.000, 32540489000, 3
2015-07-01, 00:06:46.000, 32540491000, 3
2015-07-01, 00:07:16.000, 32540491000, 3
2015-07-01, 00:07:46.000, 32540494000, 3
2015-07-01, 00:08:16.000, 32540494000, 3
2015-07-01, 00:08:46.000, 32540496000, 3
2015-07-01, 00:09:16.000, 32540496000, 3
2015-07-01, 00:09:46.000, 32540498000, 3
2015-07-01, 00:10:16.000, 32540498000, 3
2015-07-01, 00:10:46.000, 32540501000, 3
2015-07-01, 00:11:16.000, 32540501000, 3
2015-07-01, 00:11:46.000, 32540503000, 3
2015-07-01, 00:12:16.000, 32540503000, 3
2015-07-01, 00:12:46.000, 32540505000, 3
2015-07-01, 00:13:16.000, 32540505000, 3
2015-07-01, 00:13:46.000, 32540508000, 3
2015-07-01, 00:14:16.000, 32540508000, 3
2015-07-01, 00:14:46.000, 32540510000, 3
2015-07-01, 00:15:16.000, 32540510000, 3
2015-07-01, 00:15:46.000, 32540512000, 3
2015-07-01, 00:16:16.000, 32540512000, 3
2015-07-01, 00:16:46.000, 32540514000, 3
2015-07-01, 00:17:16.000, 32540514000, 3
2015-07-01, 00:17:46.000, 32540516000, 3
2015-07-01, 00:18:16.000, 32540516000, 3
2015-07-01, 00:18:46.000, 32540518000, 3
2015-07-01, 00:19:16.000, 32540518000, 3
2015-07-01, 00:19:46.000, 32540520000, 3
2015-07-01, 00:20:16.000, 32540520000, 3
2015-07-01, 00:20:46.000, 32540523000, 3
2015-07-01, 00:21:16.000, 32540523000, 3
2015-07-01, 00:21:46.000, 32540525000, 3
2015-07-01, 00:22:16.000, 32540525000, 3
2015-07-01, 00:22:46.000, 32540527000, 3
2015-07-01, 00:23:16.000, 32540527000, 3
2015-07-01, 00:23:46.000, 32540529000, 3
2015-07-01, 00:24:16.000, 32540529000, 3
2015-07-01, 00:24:46.000, 32540531000, 3
2015-07-01, 00:25:16.000, 32540531000, 3
2015-07-01, 00:25:46.000, 32540533000, 3
2015-07-01, 00:26:16.000, 32540533000, 3
2015-07-01, 00:26:46.000, 32540535000, 3
2015-07-01, 00:27:16.000, 32540535000, 3
2015-07-01, 00:27:46.000, 32540537000, 3
2015-07-01, 00:28:16.000, 32540537000, 3
2015-07-01, 00:28:46.000, 32540539000, 3
2015-07-01, 00:29:16.000, 32540539000, 3
2015-07-01, 00:29:46.000, 32540541000, 3
2015-07-01, 00:30:16.000, 32540541000, 3
2015-07-01, 00:30:46.000, 32540543000, 3
2015-07-01, 00:31:16.000, 32540543000, 3
2015-07-01, 00:31:46.000, 32540545000, 3
2015-07-01, 00:32:16.000, 32540545000, 3
2015-07-01, 00:32:46.000, 32540547000, 3
2015-07-01, 00:33:16.000, 32540547000, 3
2015-07-01, 00:33:46.000, 32540549000, 3
