2015-08-12, 12:53:34.000, 27461552000, 3
2015-08-12, 12:57:04.000, 27461659000, 3
2015-08-12, 12:57:34.000, 27461692000, 3
2015-08-12, 12:58:06.000, 27461692000, 3
2015-08-12, 12:58:34.000, 27461696000, 3
2015-08-12, 12:59:06.000, 27461696000, 3
2015-08-12, 12:59:34.000, 27461698000, 3
2015-08-12, 13:00:04.000, 27461698000, 3
2015-08-12, 13:00:34.000, 27461707000, 3
2015-08-12, 13:01:07.000, 27461707000, 3
2015-08-12, 13:01:34.000, 27461717000, 3
2015-08-12, 13:02:04.000, 27461717000, 3
2015-08-12, 13:02:34.000, 27461721000, 3
2015-08-12, 13:03:05.000, 27461721000, 3
2015-08-12, 13:03:34.000, 27461722000, 3
2015-08-12, 13:04:04.000, 27461722000, 3
2015-08-12, 13:04:34.000, 27461729000, 3
2015-08-12, 13:05:06.000, 27461729000, 3
2015-08-12, 13:05:34.000, 27461750000, 3
2015-08-12, 13:06:04.000, 27461750000, 3
2015-08-12, 13:06:37.000, 27461782000, 3
2015-08-12, 13:07:04.000, 27461782000, 3
2015-08-12, 13:07:35.000, 27461805000, 3
2015-08-12, 13:08:04.000, 27461805000, 3
2015-08-12, 13:08:34.000, 27461826000, 3
2015-08-12, 13:09:05.000, 27461826000, 3
2015-08-12, 13:09:36.000, 27461827000, 3
2015-08-12, 13:10:04.000, 27461827000, 3
2015-08-12, 13:10:34.000, 27461827000, 3
2015-08-12, 13:11:07.000, 27461827000, 3
2015-08-12, 13:11:34.000, 27461827000, 3
2015-08-12, 13:12:05.000, 27461827000, 3
2015-08-12, 13:12:34.000, 27461827000, 3
2015-08-12, 13:13:06.000, 27461827000, 3
2015-08-12, 13:13:38.000, 27461828000, 3
2015-08-12, 13:14:04.000, 27461828000, 3
2015-08-12, 13:14:35.000, 27461828000, 3
2015-08-12, 13:15:06.000, 27461828000, 3
2015-08-12, 13:15:34.000, 27461828000, 3
2015-08-12, 13:16:04.000, 27461828000, 3
2015-08-12, 13:16:34.000, 27461829000, 3
2015-08-12, 13:17:04.000, 27461829000, 3
2015-08-12, 13:17:38.000, 27461829000, 3
2015-08-12, 13:18:04.000, 27461829000, 3
2015-08-12, 13:18:34.000, 27461829000, 3
2015-08-12, 13:19:04.000, 27461829000, 3
2015-08-12, 13:19:36.000, 27461829000, 3
2015-08-12, 13:20:06.000, 27461829000, 3
2015-08-12, 13:20:34.000, 27461830000, 3
