2015-07-01, 00:00:14.000, 11818580000, 3,
2015-07-01, 00:00:44.000, 11818580000, 3,
2015-07-01, 00:01:14.000, 11818584000, 3,
2015-07-01, 00:01:44.000, 11818584000, 3,
2015-07-01, 00:02:14.000, 11818587000, 3,
2015-07-01, 00:02:44.000, 11818587000, 3,
2015-07-01, 00:03:14.000, 11818591000, 3,
2015-07-01, 00:03:44.000, 11818591000, 3,
2015-07-01, 00:04:14.000, 11818594000, 3,
2015-07-01, 00:04:44.000, 11818594000, 3,
2015-07-01, 00:05:14.000, 11818598000, 3,
2015-07-01, 00:05:44.000, 11818598000, 3,
2015-07-01, 00:06:14.000, 11818600000, 3,
2015-07-01, 00:06:44.000, 11818600000, 3,
2015-07-01, 00:07:14.000, 11818602000, 3,
2015-07-01, 00:07:44.000, 11818602000, 3,
2015-07-01, 00:08:14.000, 11818605000, 3,
2015-07-01, 00:08:44.000, 11818605000, 3,
2015-07-01, 00:09:14.000, 11818608000, 3,
2015-07-01, 00:09:44.000, 11818608000, 3,
2015-07-01, 00:10:14.000, 11818611000, 3,
2015-07-01, 00:10:44.000, 11818611000, 3,
2015-07-01, 00:11:14.000, 11818614000, 3,
2015-07-01, 00:11:44.000, 11818614000, 3,
2015-07-01, 00:12:14.000, 11818618000, 3,
2015-07-01, 00:12:44.000, 11818618000, 3,
2015-07-01, 00:13:14.000, 11818621000, 3,
2015-07-01, 00:13:44.000, 11818621000, 3,
2015-07-01, 00:14:14.000, 11818624000, 3,
2015-07-01, 00:14:44.000, 11818624000, 3,
2015-07-01, 00:15:14.000, 11818627000, 3,
2015-07-01, 00:15:44.000, 11818627000, 3,
2015-07-01, 00:16:14.000, 11818631000, 3,
2015-07-01, 00:16:44.000, 11818631000, 3,
2015-07-01, 00:17:14.000, 11818634000, 3,
2015-07-01, 00:17:44.000, 11818634000, 3,
2015-07-01, 00:18:14.000, 11818637000, 3,
2015-07-01, 00:18:44.000, 11818637000, 3,
2015-07-01, 00:19:14.000, 11818639000, 3,
2015-07-01, 00:19:44.000, 11818639000, 3,
2015-07-01, 00:20:14.000, 11818640000, 3,
2015-07-01, 00:20:44.000, 11818640000, 3,
2015-07-01, 00:21:14.000, 11818641000, 3,
2015-07-01, 00:21:44.000, 11818641000, 3,
2015-07-01, 00:22:14.000, 11818642000, 3,
2015-07-01, 00:22:44.000, 11818642000, 3,
2015-07-01, 00:23:14.000, 11818643000, 3,
2015-07-01, 00:23:44.000, 11818643000, 3,
2015-07-01, 00:24:14.000, 11818644000, 3,
2015-07-01, 00:24:44.000, 11818644000, 3,
2015-07-01, 00:25:14.000, 11818645000, 3,
2015-07-01, 00:25:44.000, 11818645000, 3,
2015-07-01, 00:26:14.000, 11818646000, 3,
2015-07-01, 00:26:44.000, 11818646000, 3,
2015-07-01, 00:27:14.000, 11818647000, 3,
2015-07-01, 00:27:44.000, 11818647000, 3,
2015-07-01, 00:28:14.000, 11818647000, 3,
2015-07-01, 00:28:44.000, 11818647000, 3,
2015-07-01, 00:29:14.000, 11818648000, 3,
2015-07-01, 00:29:44.000, 11818648000, 3,
2015-07-01, 00:30:14.000, 11818649000, 3,
2015-07-01, 00:30:44.000, 11818649000, 3,
2015-07-01, 00:31:14.000, 11818650000, 3,
2015-07-01, 00:31:44.000, 11818650000, 3,
2015-07-01, 00:32:14.000, 11818651000, 3,
2015-07-01, 00:32:44.000, 11818651000, 3,
2015-07-01, 00:33:14.000, 11818652000, 3,
2015-07-01, 00:33:44.000, 11818652000, 3,
2015-07-01, 00:34:14.000, 11818653000, 3,
2015-07-01, 00:34:44.000, 11818653000, 3,
2015-07-01, 00:35:14.000, 11818654000, 3,
2015-07-01, 00:35:44.000, 11818654000, 3,
2015-07-01, 00:36:14.000, 11818655000, 3,
2015-07-01, 00:36:44.000, 11818655000, 3,
2015-07-01, 00:37:14.000, 11818656000, 3,
2015-07-01, 00:37:44.000, 11818656000, 3,
2015-07-01, 00:38:14.000, 11818657000, 3,
2015-07-01, 00:38:44.000, 11818657000, 3,
2015-07-01, 00:39:14.000, 11818657000, 3,
2015-07-01, 00:39:44.000, 11818657000, 3,
2015-07-01, 00:40:14.000, 11818658000, 3,
2015-07-01, 00:40:44.000, 11818658000, 3,
2015-07-01, 00:41:14.000, 11818659000, 3,
2015-07-01, 00:41:44.000, 11818659000, 3,
2015-07-01, 00:42:14.000, 11818660000, 3,
2015-07-01, 00:42:44.000, 11818660000, 3,
2015-07-01, 00:43:14.000, 11818661000, 3,
2015-07-01, 00:43:44.000, 11818661000, 3,
2015-07-01, 00:44:14.000, 11818662000, 3,
2015-07-01, 00:44:44.000, 11818662000, 3,
2015-07-01, 00:45:14.000, 11818663000, 3,
2015-07-01, 00:45:44.000, 11818663000, 3,
2015-07-01, 00:46:14.000, 11818665000, 3,
2015-07-01, 00:46:44.000, 11818665000, 3,
2015-07-01, 00:47:14.000, 11818668000, 3,
2015-07-01, 00:47:44.000, 11818668000, 3,
2015-07-01, 00:48:14.000, 11818670000, 3,
2015-07-01, 00:48:44.000, 11818670000, 3,
2015-07-01, 00:49:14.000, 11818672000, 3,
2015-07-01, 00:49:44.000, 11818672000, 3,
2015-07-01, 00:50:14.000, 11818674000, 3,
2015-07-01, 00:50:44.000, 11818674000, 3,
2015-07-01, 00:51:14.000, 11818678000, 3,
2015-07-01, 00:51:44.000, 11818678000, 3,
2015-07-01, 00:52:14.000, 11818681000, 3,
2015-07-01, 00:52:44.000, 11818681000, 3,
2015-07-01, 00:53:14.000, 11818684000, 3,
2015-07-01, 00:53:44.000, 11818684000, 3,
2015-07-01, 00:54:14.000, 11818687000, 3,
2015-07-01, 00:54:44.000, 11818687000, 3,
2015-07-01, 00:55:14.000, 11818690000, 3,
2015-07-01, 00:55:44.000, 11818690000, 3,
2015-07-01, 00:56:14.000, 11818693000, 3,
2015-07-01, 00:56:44.000, 11818693000, 3,
2015-07-01, 00:57:14.000, 11818697000, 3,
2015-07-01, 00:57:44.000, 11818697000, 3,
2015-07-01, 00:58:14.000, 11818700000, 3,
2015-07-01, 00:58:44.000, 11818700000, 3,
2015-07-01, 00:59:14.000, 11818703000, 3,
2015-07-01, 00:59:44.000, 11818703000, 3,
2015-07-01, 01:00:14.000, 11818706000, 3,
2015-07-01, 01:00:44.000, 11818706000, 3,
2015-07-01, 01:01:14.000, 11818708000, 3,
2015-07-01, 01:01:44.000, 11818708000, 3,
2015-07-01, 01:02:14.000, 11818711000, 3,
2015-07-01, 01:02:44.000, 11818711000, 3,
2015-07-01, 01:03:14.000, 11818713000, 3,
2015-07-01, 01:03:44.000, 11818713000, 3,
2015-07-01, 01:04:14.000, 11818714000, 3,
2015-07-01, 01:04:44.000, 11818714000, 3,
2015-07-01, 01:05:14.000, 11818715000, 3,
2015-07-01, 01:05:44.000, 11818715000, 3,
2015-07-01, 01:06:14.000, 11818716000, 3,
2015-07-01, 01:06:44.000, 11818716000, 3,
2015-07-01, 01:07:14.000, 11818717000, 3,
2015-07-01, 01:07:44.000, 11818717000, 3,
2015-07-01, 01:08:14.000, 11818717000, 3,
2015-07-01, 01:08:44.000, 11818717000, 3,
2015-07-01, 01:09:14.000, 11818718000, 3,
2015-07-01, 01:09:44.000, 11818718000, 3,
2015-07-01, 01:10:14.000, 11818719000, 3,
2015-07-01, 01:10:44.000, 11818719000, 3,
2015-07-01, 01:11:14.000, 11818720000, 3,
2015-07-01, 01:11:44.000, 11818720000, 3,
2015-07-01, 01:12:14.000, 11818721000, 3,
2015-07-01, 01:12:44.000, 11818721000, 3,
2015-07-01, 01:13:14.000, 11818722000, 3,
2015-07-01, 01:13:44.000, 11818722000, 3,
2015-07-01, 01:14:14.000, 11818723000, 3,
2015-07-01, 01:14:44.000, 11818723000, 3,
2015-07-01, 01:15:14.000, 11818723000, 3,
2015-07-01, 01:15:44.000, 11818723000, 3,
2015-07-01, 01:16:14.000, 11818724000, 3,
2015-07-01, 01:16:44.000, 11818724000, 3,
2015-07-01, 01:17:14.000, 11818725000, 3,
2015-07-01, 01:17:44.000, 11818725000, 3,
2015-07-01, 01:18:14.000, 11818726000, 3,
2015-07-01, 01:18:44.000, 11818726000, 3,
2015-07-01, 01:19:14.000, 11818727000, 3,
2015-07-01, 01:19:44.000, 11818727000, 3,
2015-07-01, 01:20:14.000, 11818728000, 3,
2015-07-01, 01:20:47.000, 11818728000, 3,
2015-07-01, 01:21:14.000, 11818728000, 3,
2015-07-01, 01:21:44.000, 11818728000, 3,
2015-07-01, 01:22:14.000, 11818729000, 3,
2015-07-01, 01:22:44.000, 11818729000, 3,
