2015-07-02, 11:05:56.000, 14818874000, 4
2015-07-02, 11:06:26.000, 14818879000, 4
2015-07-02, 11:06:56.000, 14818879000, 4
2015-07-02, 11:07:26.000, 14818884000, 4
2015-07-02, 11:07:56.000, 14818884000, 4
2015-07-02, 11:08:26.000, 14818889000, 4
2015-07-02, 11:08:56.000, 14818889000, 4
2015-07-02, 11:09:26.000, 14818896000, 4
2015-07-02, 11:09:56.000, 14818896000, 4
2015-07-02, 11:10:26.000, 14818902000, 4
2015-07-02, 11:10:56.000, 14818902000, 4
2015-07-02, 11:11:26.000, 14818908000, 4
2015-07-02, 11:11:56.000, 14818908000, 4
2015-07-02, 11:12:26.000, 14818914000, 4
2015-07-02, 11:12:56.000, 14818914000, 4
2015-07-02, 11:13:26.000, 14818919000, 4
2015-07-02, 11:13:56.000, 14818919000, 4
2015-07-02, 11:14:26.000, 14818922000, 4
2015-07-02, 11:14:56.000, 14818922000, 4
2015-07-02, 11:15:26.000, 14818926000, 4
2015-07-02, 11:15:56.000, 14818926000, 4
2015-07-02, 11:16:26.000, 14818930000, 4
2015-07-02, 11:16:56.000, 14818930000, 4
2015-07-02, 11:17:26.000, 14818933000, 4
2015-07-02, 11:17:56.000, 14818933000, 4
2015-07-02, 11:18:26.000, 14818937000, 4
2015-07-02, 11:18:56.000, 14818937000, 4
2015-07-02, 11:19:26.000, 14818940000, 4
2015-07-02, 11:19:56.000, 14818940000, 4
2015-07-02, 11:20:26.000, 14818944000, 4
2015-07-02, 11:20:56.000, 14818944000, 4
2015-07-02, 11:21:26.000, 14818947000, 4
2015-07-02, 11:21:56.000, 14818947000, 4
2015-07-02, 11:22:26.000, 14818951000, 4
2015-07-02, 11:22:56.000, 14818951000, 4
2015-07-02, 11:23:30.000, 14818955000, 4
2015-07-02, 11:23:56.000, 14818955000, 4
2015-07-02, 11:24:26.000, 14818958000, 4
2015-07-02, 11:24:56.000, 14818958000, 4
2015-07-02, 11:25:26.000, 14818962000, 4
2015-07-02, 11:25:56.000, 14818962000, 4
2015-07-02, 11:26:26.000, 14818966000, 4
2015-07-02, 11:26:56.000, 14818966000, 4
2015-07-02, 11:27:26.000, 14818971000, 4
2015-07-02, 11:27:56.000, 14818971000, 4
2015-07-02, 11:28:26.000, 14818977000, 4
2015-07-02, 11:28:56.000, 14818977000, 4
2015-07-02, 11:29:26.000, 14819014000, 4
2015-07-02, 11:29:56.000, 14819014000, 4
2015-07-02, 11:30:26.000, 14819059000, 4
2015-07-02, 11:30:56.000, 14819059000, 4
2015-07-02, 11:31:26.000, 14819103000, 4
2015-07-02, 11:31:56.000, 14819103000, 4
2015-07-02, 11:32:26.000, 14819148000, 4
2015-07-02, 11:32:56.000, 14819148000, 4
2015-07-02, 11:33:26.000, 14819193000, 4
2015-07-02, 11:33:56.000, 14819193000, 4
2015-07-02, 11:34:26.000, 14819233000, 4
2015-07-02, 11:34:56.000, 14819233000, 4
2015-07-02, 11:35:26.000, 14819238000, 4
2015-07-02, 11:35:56.000, 14819238000, 4
2015-07-02, 11:36:26.000, 14819244000, 4
2015-07-02, 11:36:56.000, 14819244000, 4
2015-07-02, 11:37:26.000, 14819249000, 4
2015-07-02, 11:37:56.000, 14819249000, 4
2015-07-02, 11:38:26.000, 14819255000, 4
2015-07-02, 11:38:56.000, 14819255000, 4
2015-07-02, 11:39:26.000, 14819260000, 4
2015-07-02, 11:39:56.000, 14819260000, 4
2015-07-02, 11:40:26.000, 14819264000, 4
2015-07-02, 11:40:56.000, 14819264000, 4
2015-07-02, 11:41:26.000, 14819269000, 4
2015-07-02, 11:41:56.000, 14819269000, 4
2015-07-02, 11:42:26.000, 14819273000, 4
2015-07-02, 11:42:56.000, 14819273000, 4
2015-07-02, 11:43:26.000, 14819278000, 4
2015-07-02, 11:43:56.000, 14819278000, 4
2015-07-02, 11:44:26.000, 14819282000, 4
2015-07-02, 11:44:56.000, 14819282000, 4
2015-07-02, 11:45:26.000, 14819287000, 4
2015-07-02, 11:45:56.000, 14819287000, 4
2015-07-02, 11:46:26.000, 14819291000, 4
2015-07-02, 11:46:56.000, 14819291000, 4
2015-07-02, 11:47:26.000, 14819295000, 4
2015-07-02, 11:47:56.000, 14819295000, 4
2015-07-02, 11:48:26.000, 14819300000, 4
